1	11.0903	-0.000129091
2	11.3155	-0.000129951
3	11.0777	-0.000124641
4	11.2562	-0.000166776
5	11.3729	-0.000134436
6	11.154	-0.000146933
7	11.2543	-0.000132262
8	11.2396	-0.000134242
9	11.2777	-0.000151388
10	11.3497	-0.000168437
11	11.0239	-0.000130247
12	11.3454	-0.000147645
13	11.6322	-0.000122899
14	11.5478	-0.000116045
15	11.6991	-0.000113966
16	11.3996	-0.000138257
17	11.6055	-0.000119676
18	11.5747	-0.000121836
19	11.0264	-0.000118362
20	11.1494	-0.000122213
21	11.3507	-0.000134422
22	11.5182	-0.000177584
23	11.4112	-0.000124242
24	11.3617	-0.000126497
25	11.2383	-0.000116167
26	11.5678	-0.000132337
27	11.2464	-0.000116916
28	11.3853	-0.000162446
29	11.1524	-0.000124877
30	11.1567	-0.000120571
31	10.9151	-0.000120613
32	11.0949	-0.000122859
33	11.0238	-0.000138086
34	11.5921	-0.000184635
35	11.2464	-0.000119322
36	11.2713	-0.000127378
37	11.2595	-0.000117851
38	11.5654	-0.000121669
39	11.5276	-0.000113451
40	11.2698	-0.00015906
41	11.3684	-0.000128137
42	11.8419	-0.00012353
43	11.1076	-0.000120962
44	11.3765	-0.000127879
45	11.1644	-0.000124826
46	11.5294	-0.000160562
47	11.5753	-0.000139329
48	11.769	-0.000134997
49	11.2322	-0.000123453
50	11.8349	-0.000125213
51	11.3041	-0.00012591
52	11.5385	-0.000137704
53	11.3962	-0.000131115
54	11.56	-0.000129491
55	11.0794	-0.000118812
56	11.3285	-0.00012572
57	11.5632	-0.000137774
58	12.0318	-0.000164737
59	11.2451	-0.000123236
60	11.8082	-0.000129896
61	11.9107	-0.000142609
62	11.7958	-0.000135754
63	11.6139	-0.000117831
64	11.4217	-0.000133641
65	11.4473	-0.000136362
66	11.6085	-0.000134914
67	11.0604	-0.000126472
68	11.4935	-0.000122746
69	12.0247	-0.000202286
70	11.9438	-0.000149317
71	11.5074	-0.000136671
72	11.7379	-0.000140401
73	11.4562	-0.000124687
74	11.7548	-0.000126961
75	11.4928	-0.000118228
76	11.8997	-0.00016722
77	11.4031	-0.000118141
78	11.294	-0.000128589
79	11.1976	-0.000135424
80	11.1102	-0.000136245
81	11.2175	-0.000144463
82	11.5056	-0.000156262
83	11.1109	-0.000128053
84	11.5689	-0.000131039
85	11.5714	-0.000131258
86	11.6633	-0.000136738
87	11.5801	-0.000133508
88	11.4001	-0.0001364
89	11.82	-0.000133824
90	12.0532	-0.00014743
91	11.3314	-0.000127341
92	11.5226	-0.000131493
93	11.5429	-0.000137847
94	11.7208	-0.000169777
95	11.3716	-0.000136027
96	11.624	-0.000134087
97	11.2344	-0.000154085
98	11.3847	-0.000141699
99	11.3375	-0.000147581
100	11.3898	-0.000137842
101	11.5313	-0.000166708
102	11.3172	-0.000179507
103	11.3026	-0.000212683
104	11.4284	-0.000164332
105	11.2768	-0.000167757
106	11.5334	-0.000153134
107	11.1532	-0.000148913
108	11.1425	-0.000144267
109	11.4106	-0.000140712
110	11.7628	-0.000171901
111	11.5189	-0.000146272
112	11.4321	-0.000150642
113	11.5687	-0.000168172
114	11.715	-0.000162691
115	11.1531	-0.000215538
116	11.4497	-0.000146655
117	11.6486	-0.000165907
118	11.5914	-0.000151672
119	11.3192	-0.000149642
120	11.5982	-0.000184942
121	11.3272	-0.000150931
122	11.2728	-0.000159095
123	11.1839	-0.000155278
124	11.163	-0.000143517
125	11.1511	-0.000153466
126	11.2207	-0.000156517
127	11.0161	-0.000192334
128	11.2019	-0.000163887
129	11.0098	-0.000156139
130	11.3016	-0.000158306
131	11.2482	-0.000154003
132	11.105	-0.000153128
133	11.1891	-0.000151086
134	11.342	-0.000150264
135	11.0692	-0.000146375
136	11.2895	-0.000144633
137	11.5254	-0.000170485
138	11.4643	-0.000157214
139	11.475	-0.00018199
140	11.5841	-0.000154601
141	11.0846	-0.000162983
142	11.3241	-0.000153783
143	11.2484	-0.000155327
144	11.4272	-0.000163429
145	11.1393	-0.000166187
146	11.5653	-0.000175252
147	10.9197	-0.000150586
148	10.9076	-0.000148358
149	11.0584	-0.00014892
150	11.2948	-0.000191352
151	11.2319	-0.000182123
152	11.1798	-0.000178084
153	11.2448	-0.000161881
154	11.3156	-0.00019632
155	11.0445	-0.000156683
156	11.1613	-0.000157436
157	11.4949	-0.000166749
158	11.7159	-0.000175468
159	11.4231	-0.000168151
160	11.3979	-0.000170494
161	11.4241	-0.000194817
162	11.9784	-0.000212165
163	11.5595	-0.000215771
164	11.557	-0.00015893
165	11.4372	-0.00019347
166	11.6618	-0.000180865
167	11.3394	-0.000196506
168	11.7594	-0.00017535
169	11.3955	-0.000163698
170	11.8323	-0.000159847
171	11.2945	-0.000151116
172	11.2408	-0.000173752
173	11.4608	-0.000162329
174	11.2236	-0.000170812
175	11.0041	-0.000208269
176	11.407	-0.000170573
177	10.9125	-0.00015473
178	11.3173	-0.00017253
179	11.124	-0.000162753
180	11.1633	-0.000151576
181	10.9287	-0.000162896
182	11.6419	-0.00017069
183	11.0652	-0.00015164
184	11.3975	-0.000152491
185	11.2557	-0.000165315
186	11.8778	-0.00022552
187	11.0349	-0.000229195
188	11.4922	-0.000165403
189	11.2942	-0.000147208
190	11.3519	-0.000162405
191	11.3382	-0.000162119
192	11.4701	-0.000170132
